t,x,y,theta,phi,sr_j,Psx,Psy,d,Cs,Cs1,Cs2,Cs3,d_ave,x_d1,x_d2,x_d3,nu1,nu2,torque_fl,torque_fr,torque_rl,torque_rr,lamda1,lambda2,lambda3,lambda4,Q_phi, Q_varphif, Q_varphir
99.61,2.45276,0.635665,0.210279,-0.0125349,60308,2.44939,0.64866,-0.0134237,-0.0705814,0.0256761,-0.007521,-0.0107586,0.00923881,0.0889524,0.0226322,-0.0037898,0.082257,-13.9878,1.32097,1.32014,1.32099,1.32016,0.964638,0.613723,-17.0748,-17.0751,-1.41514,2.64112,2.64116
99.62,2.45366,0.63585,0.210233,-0.0128077,60315,2.45026,0.648819,-0.0133983,-0.0705587,0.0256694,-0.00753007,-0.0107264,0.00923923,0.0879184,0.019018,-0.00442916,0.0999144,-13.9801,1.60425,1.60323,1.60426,1.60323,0.945006,0.595831,-20.7363,-20.7364,-1.41437,3.20748,3.2075
99.63,2.45456,0.636044,0.210188,-0.0130902,60322,2.45113,0.648979,-0.0133697,-0.070536,0.0256628,-0.00753911,-0.0106943,0.00923965,0.0879759,0.0191118,-0.00442039,0.0991542,-13.8401,1.59209,1.59105,1.59208,1.59104,1.00787,0.627325,-20.5789,-20.5788,-1.4002,3.18314,3.18313
99.64,2.45546,0.636239,0.210143,-0.0134169,60330,2.45213,0.649161,-0.0133407,-0.0705101,0.0256551,-0.0075494,-0.0106576,0.00924006,0.0882504,0.0191738,-0.00438424,0.0963329,-13.5185,1.54685,1.54582,1.54683,1.54579,1.14844,0.706712,-19.9941,-19.9938,-1.36767,3.09267,3.09263
99.65,2.45636,0.636434,0.210099,-0.0137437,60337,2.453,0.649321,-0.0133116,-0.0704874,0.0256485,-0.00755838,-0.0106256,0.00924047,0.0884378,0.019193,-0.00436619,0.094465,-13.574,1.51692,1.51588,1.51688,1.51584,1.13133,0.68733,-19.607,-19.6065,-1.37328,3.0328,3.03272
99.66,2.45727,0.63663,0.210054,-0.0140511,60344,2.45387,0.64948,-0.0132825,-0.0704647,0.0256418,-0.00756734,-0.0105937,0.00924087,0.0886254,0.0192237,-0.00439029,0.0925742,-13.7276,1.48662,1.48558,1.48657,1.48553,1.07483,0.644184,-19.2152,-19.2146,-1.38882,2.9722,2.9721
99.67,2.45818,0.636826,0.210009,-0.0143552,60352,2.45486,0.649662,-0.0132533,-0.0704387,0.0256341,-0.00757753,-0.0105573,0.00924128,0.0887816,0.0192512,-0.00442736,0.0909931,-13.7797,1.4613,1.46025,1.46123,1.46019,1.06204,0.628911,-18.8878,-18.8869,-1.39409,2.92155,2.92142
99.68,2.45909,0.637022,0.209963,-0.0146532,60359,2.45573,0.649822,-0.013224,-0.070416,0.0256274,-0.00758643,-0.0105255,0.00924167,0.0889262,0.0192745,-0.00446519,0.0895334,-13.7847,1.43792,1.43687,1.43785,1.43679,1.06564,0.624161,-18.5855,-18.5845,-1.3946,2.87479,2.87464
99.69,2.46,0.637218,0.209917,-0.014949,60366,2.4566,0.649981,-0.0131946,-0.0703933,0.0256207,-0.0075953,-0.0104937,0.00924207,0.0890535,0.0192936,-0.00450126,0.088252,-13.8072,1.4174,1.41635,1.41732,1.41626,1.06172,0.614893,-18.3202,-18.319,-1.39687,2.83375,2.83357
99.7,2.46091,0.637415,0.209871,-0.0152456,60374,2.4576,0.650163,-0.0131652,-0.0703674,0.025613,-0.0076054,-0.0104575,0.00924246,0.0891672,0.0193097,-0.0045361,0.0871113,-13.8502,1.39914,1.39808,1.39904,1.39798,1.05172,0.60206,-18.084,-18.0827,-1.40123,2.79722,2.79702
99.71,2.46183,0.637612,0.209824,-0.0155333,60381,2.45847,0.650322,-0.0131357,-0.0703447,0.0256062,-0.00761421,-0.0104258,0.00924286,0.0892679,0.019323,-0.00457017,0.0861023,-13.8779,1.38299,1.38192,1.38288,1.38181,1.04534,0.591689,-17.8752,-17.8737,-1.40403,2.76491,2.76469
99.72,2.46274,0.637809,0.209777,-0.0158238,60389,2.45947,0.650504,-0.0131061,-0.0703188,0.0255985,-0.00762425,-0.0103898,0.00924324,0.0893574,0.0193339,-0.00460403,0.0852076,-13.9018,1.36867,1.36759,1.36855,1.36747,1.04289,0.583913,-17.69,-17.6884,-1.40645,2.73627,2.73603
99.73,2.46366,0.638006,0.20973,-0.0161071,60396,2.46034,0.650664,-0.0130765,-0.0702961,0.0255918,-0.007633,-0.0103582,0.00924363,0.0894369,0.0193426,-0.00463769,0.0844148,-13.9184,1.35599,1.3549,1.35586,1.35477,1.04074,0.576438,-17.5259,-17.5242,-1.40813,2.71089,2.71063
99.74,2.46457,0.638204,0.209682,-0.0163883,60403,2.46121,0.650823,-0.0130468,-0.0702735,0.025585,-0.00764173,-0.0103268,0.00924401,0.0895077,0.0193494,-0.00467119,0.083712,-13.9346,1.34475,1.34365,1.34461,1.34351,1.03861,0.569064,-17.3806,-17.3787,-1.40977,2.6884,2.68813
99.75,2.46549,0.638401,0.209634,-0.0166728,60411,2.46221,0.651004,-0.0130171,-0.0702476,0.0255773,-0.00765167,-0.0102909,0.00924439,0.0895706,0.0193545,-0.00470448,0.0830896,-13.9568,1.3348,1.33369,1.33466,1.33354,1.03646,0.561756,-17.2518,-17.2499,-1.412,2.66849,2.6682
99.76,2.4664,0.638599,0.209586,-0.0169503,60418,2.46308,0.651164,-0.0129873,-0.0702249,0.0255705,-0.00766033,-0.0102596,0.00924476,0.0896259,0.0193579,-0.00473756,0.0825444,-13.9697,1.32609,1.32497,1.32593,1.32481,1.03545,0.555213,-17.1391,-17.1371,-1.41332,2.65106,2.65074
99.77,2.46732,0.638796,0.209537,-0.0172317,60426,2.46407,0.651345,-0.0129574,-0.070199,0.0255627,-0.00767021,-0.0102238,0.00924513,0.0896763,0.0193601,-0.00477062,0.0820502,-13.9835,1.3182,1.31706,1.31803,1.3169,1.03652,0.550027,-17.037,-17.0348,-1.41471,2.63526,2.63493
99.78,2.46824,0.638994,0.209488,-0.0175069,60433,2.46495,0.651504,-0.0129275,-0.0701764,0.0255559,-0.00767882,-0.0101926,0.0092455,0.0897208,0.0193612,-0.00480352,0.0816152,-13.993,1.31125,1.3101,1.31108,1.30993,1.03671,0.544321,-16.9471,-16.9448,-1.41567,2.62135,2.62101
99.79,2.46916,0.639192,0.209439,-0.017786,60441,2.46594,0.651686,-0.0128976,-0.0701505,0.0255481,-0.00768863,-0.010157,0.00924587,0.0897604,0.019361,-0.00483628,0.0812317,-14.0074,1.30513,1.30397,1.30495,1.30379,1.03731,0.538894,-16.8679,-16.8655,-1.41713,2.6091,2.60875
99.8,2.47008,0.639389,0.209389,-0.018059,60448,2.46681,0.651845,-0.0128677,-0.0701278,0.0255413,-0.00769719,-0.0101259,0.00924623,0.0897957,0.01936,-0.00486893,0.080891,-14.0139,1.2997,1.29853,1.29951,1.29834,1.03853,0.533873,-16.7976,-16.7951,-1.41779,2.59823,2.59785
99.81,2.471,0.639587,0.209339,-0.0183313,60455,2.46769,0.652004,-0.0128376,-0.0701052,0.0255345,-0.00770572,-0.0100949,0.00924659,0.0898273,0.0193581,-0.00490154,0.0805892,-14.0187,1.29489,1.29371,1.2947,1.29351,1.04039,0.529261,-16.7354,-16.7328,-1.41827,2.5886,2.58821
99.82,2.47192,0.639785,0.209289,-0.0186078,60463,2.46868,0.652185,-0.0128076,-0.0700793,0.0255267,-0.00771543,-0.0100595,0.00924695,0.0898555,0.0193554,-0.00493404,0.0803218,-14.0307,1.29064,1.28944,1.29043,1.28923,1.04169,0.524309,-16.6802,-16.6776,-1.41948,2.58007,2.57967
99.83,2.47283,0.639983,0.209238,-0.0188784,60470,2.46956,0.652344,-0.0127775,-0.0700567,0.0255198,-0.0077239,-0.0100286,0.0092473,0.0898805,0.019352,-0.00496642,0.0800875,-14.0349,1.28691,1.2857,1.2867,1.28549,1.04358,0.519732,-16.632,-16.6292,-1.41991,2.5726,2.57219
99.84,2.47375,0.640181,0.209188,-0.0191537,60478,2.47055,0.652525,-0.0127474,-0.0700308,0.025512,-0.00773356,-0.00999333,0.00924765,0.0899031,0.0193481,-0.0049988,0.0798773,-14.0429,1.28357,1.28234,1.28336,1.28213,1.04634,0.515699,-16.5887,-16.5859,-1.42072,2.56591,2.56548
99.85,2.47467,0.640378,0.209136,-0.0194233,60485,2.47143,0.652684,-0.0127172,-0.0700082,0.0255051,-0.00774197,-0.00996254,0.009248,0.0899232,0.0193436,-0.00503109,0.0796927,-14.0449,1.28064,1.2794,1.28042,1.27918,1.04896,0.511574,-16.5508,-16.5479,-1.42092,2.56004,2.5596
99.86,2.47559,0.640576,0.209085,-0.0196925,60492,2.4723,0.652843,-0.012687,-0.0699856,0.0254983,-0.00775036,-0.0099318,0.00924834,0.0899416,0.0193387,-0.00506337,0.0795253,-14.0455,1.27799,1.27673,1.27776,1.27651,1.05208,0.507761,-16.5164,-16.5134,-1.42098,2.55472,2.55427
99.87,2.47651,0.640774,0.209033,-0.0199663,60500,2.4733,0.653024,-0.0126568,-0.0699597,0.0254904,-0.00775992,-0.00989674,0.00924869,0.0899581,0.0193333,-0.00509558,0.0793782,-14.0545,1.27566,1.27439,1.27543,1.27416,1.05416,0.503291,-16.4862,-16.4831,-1.42189,2.55005,2.54959
99.88,2.47744,0.640972,0.208981,-0.0202345,60507,2.47417,0.653182,-0.0126265,-0.0699371,0.0254835,-0.00776825,-0.00986613,0.00924902,0.0899729,0.0193276,-0.00512768,0.0792481,-14.0556,1.27361,1.27232,1.27337,1.27208,1.05688,0.499222,-16.4596,-16.4564,-1.422,2.54593,2.54545
99.89,2.47836,0.64117,0.208928,-0.0205075,60515,2.47517,0.653364,-0.0125962,-0.0699113,0.0254756,-0.00777775,-0.0098312,0.00924936,0.0899862,0.0193215,-0.00515981,0.0791327,-14.0606,1.27179,1.27049,1.27155,1.27024,1.06041,0.495649,-16.436,-16.4327,-1.42251,2.54228,2.54179
99.9,2.47928,0.641368,0.208875,-0.0207751,60522,2.47604,0.653522,-0.0125659,-0.0698887,0.0254687,-0.00778603,-0.00980071,0.00924969,0.0899983,0.0193151,-0.00519188,0.0790302,-14.0598,1.27018,1.26886,1.26993,1.26861,1.06374,0.491941,-16.415,-16.4117,-1.42243,2.53904,2.53854
99.91,2.4802,0.641566,0.208822,-0.0210477,60530,2.47704,0.653703,-0.0125355,-0.0698628,0.0254608,-0.00779546,-0.00976592,0.00925002,0.0900093,0.0193084,-0.00522394,0.0789395,-14.0648,1.26876,1.26742,1.2685,1.26717,1.06711,0.488249,-16.3965,-16.3932,-1.42294,2.53618,2.53567
99.92,2.48112,0.641764,0.208768,-0.0213147,60537,2.47791,0.653862,-0.0125052,-0.0698402,0.0254539,-0.00780368,-0.00973555,0.00925035,0.0900193,0.0193015,-0.00525594,0.0788587,-14.0637,1.2675,1.26615,1.26724,1.26589,1.0704,0.4845,-16.3801,-16.3767,-1.42282,2.53364,2.53312
99.93,2.48204,0.641961,0.208715,-0.0215867,60545,2.47891,0.654042,-0.0124747,-0.0698144,0.025446,-0.00781304,-0.0097009,0.00925067,0.0900284,0.0192944,-0.00528794,0.0787873,-14.0677,1.26638,1.26502,1.26612,1.26475,1.07396,0.480913,-16.3656,-16.3621,-1.42323,2.5314,2.53087
99.94,2.48296,0.642159,0.20866,-0.0218533,60552,2.47978,0.654201,-0.0124443,-0.0697918,0.025439,-0.00782121,-0.00967064,0.00925099,0.0900366,0.019287,-0.00531988,0.0787244,-14.0657,1.26541,1.26402,1.26514,1.26376,1.07742,0.477255,-16.3529,-16.3494,-1.42303,2.52943,2.52889
99.95,2.48389,0.64235,0.208606,-0.0221218,60559,2.48066,0.654359,-0.0124166,-0.0697692,0.0254321,-0.00782936,-0.00964044,0.0092513,0.0925416,0.016596,-0.00571953,0.0597907,-13.9797,0.961518,0.960455,0.961187,0.960124,1.11086,0.540917,-12.4257,-12.4214,-1.41433,1.92197,1.92131
99.96,2.4848,0.642567,0.208554,-0.0224049,60567,2.48166,0.65454,-0.012378,-0.0697434,0.0254241,-0.00783863,-0.00960599,0.00925162,0.0910694,0.0231126,-0.00478079,0.0607077,-14.0988,0.976475,0.975381,0.976159,0.975066,1.06927,0.507804,-12.619,-12.6148,-1.42637,1.95186,1.95122
99.97,2.48573,0.642747,0.208498,-0.0226113,60574,2.48253,0.654698,-0.0123535,-0.0697209,0.0254172,-0.00784672,-0.0095759,0.00925193,0.0922584,0.0165318,-0.00585759,0.0627184,-14.6502,1.00841,1.00727,1.0082,1.00706,0.838547,0.35423,-13.0315,-13.0287,-1.48216,2.01567,2.01526
99.98,2.48664,0.642962,0.208445,-0.0228322,60582,2.48353,0.654879,-0.0123155,-0.0696951,0.0254092,-0.00785593,-0.00954159,0.00925223,0.0907186,0.0229664,-0.00485039,0.0644652,-14.529,1.03672,1.03553,1.03648,1.0353,0.902856,0.386092,-13.3973,-13.3942,-1.4699,2.07225,2.07178
99.99,2.48756,0.643142,0.208388,-0.0230551,60589,2.4844,0.655037,-0.0122912,-0.0696725,0.0254022,-0.00786396,-0.00951162,0.00925254,0.0919312,0.0164834,-0.00595024,0.066013,-14.4024,1.06139,1.06017,1.06113,1.05991,0.95769,0.411965,-13.7161,-13.7126,-1.45709,2.12156,2.12105
100,2.48847,0.643356,0.208335,-0.0233041,60596,2.48528,0.655195,-0.0122531,-0.0696499,0.0253952,-0.00787197,-0.00948171,0.00925284,0.0904304,0.0229007,-0.00490554,0.0674215,-14.2951,1.08427,1.08301,1.08399,1.08273,1.01094,0.436738,-14.0116,-14.0079,-1.44623,2.16727,2.16671
100.01,2.48938,0.643542,0.20828,-0.0235404,60604,2.48628,0.655376,-0.012226,-0.0696241,0.0253872,-0.00788109,-0.0094476,0.00925314,0.0892695,0.01907,-0.00529445,0.0867087,-14.412,1.39357,1.39193,1.39337,1.39173,0.978271,0.354622,-18.0084,-18.0057,-1.45806,2.7855,2.78509
100.02,2.49029,0.643737,0.208225,-0.0237864,60611,2.48715,0.655534,-0.0121959,-0.0696016,0.0253802,-0.00788904,-0.00941781,0.00925343,0.0892116,0.0190069,-0.00539961,0.0873979,-14.143,1.40475,1.40308,1.40449,1.40282,1.09334,0.41866,-18.1528,-18.1493,-1.43085,2.80783,2.80732
100.03,2.49121,0.643933,0.208169,-0.0240824,60618,2.48803,0.655692,-0.0121656,-0.069579,0.0253732,-0.00789697,-0.00938807,0.00925372,0.0893409,0.0190569,-0.00555258,0.0860197,-13.7714,1.38281,1.38115,1.38247,1.38081,1.24635,0.511379,-17.8692,-17.8646,-1.39325,2.76396,2.76328
100.04,2.49212,0.644129,0.208112,-0.0243895,60626,2.48903,0.655872,-0.012135,-0.0695533,0.0253652,-0.00790599,-0.00935415,0.00925401,0.0894139,0.0190683,-0.00562116,0.0852856,-13.7933,1.37108,1.36941,1.37074,1.36907,1.23936,0.501761,-17.7174,-17.7129,-1.39547,2.74048,2.7398
100.05,2.49303,0.644326,0.208054,-0.0246735,60633,2.4899,0.65603,-0.0121045,-0.0695307,0.0253581,-0.00791387,-0.00932453,0.00925429,0.0895023,0.0190723,-0.00565432,0.0844201,-13.9365,1.35718,1.35551,1.35687,1.3552,1.18049,0.460672,-17.5378,-17.5336,-1.40996,2.71269,2.71207
100.06,2.49395,0.644522,0.207996,-0.0249555,60641,2.4909,0.65621,-0.0120739,-0.069505,0.0253501,-0.00792283,-0.00929074,0.00925458,0.0895716,0.0190772,-0.00568418,0.0837354,-13.9692,1.34622,1.34454,1.34591,1.34423,1.17011,0.449712,-17.396,-17.3919,-1.41326,2.69076,2.69015
100.07,2.49487,0.644718,0.207938,-0.0252341,60648,2.49178,0.656368,-0.0120432,-0.0694824,0.0253431,-0.00793065,-0.00926124,0.00925485,0.0896361,0.0190822,-0.0057166,0.0830959,-13.941,1.336,1.33432,1.33569,1.334,1.1821,0.452672,-17.2638,-17.2596,-1.41041,2.67032,2.66969
100.08,2.49578,0.644915,0.20788,-0.0255129,60655,2.49265,0.656526,-0.0120126,-0.0694599,0.025336,-0.00793844,-0.00923179,0.00925513,0.0896917,0.0190846,-0.00574949,0.0825492,-13.94,1.32727,1.32557,1.32695,1.32525,1.1828,0.448328,-17.1508,-17.1466,-1.4103,2.65284,2.6522
100.09,2.4967,0.645111,0.207821,-0.0257938,60663,2.49365,0.656706,-0.0119818,-0.0694341,0.0253279,-0.00794732,-0.0091982,0.0092554,0.0897424,0.0190857,-0.00578263,0.0820542,-13.963,1.31935,1.31765,1.31904,1.31734,1.17608,0.439303,-17.0484,-17.0442,-1.41264,2.637,2.63637
100.1,2.49762,0.645308,0.207762,-0.0260672,60670,2.49453,0.656864,-0.0119511,-0.0694116,0.0253209,-0.00795506,-0.00916887,0.00925567,0.0897884,0.0190859,-0.00581582,0.0816065,-13.9719,1.3122,1.31049,1.31188,1.31018,1.17274,0.43236,-16.9559,-16.9517,-1.41354,2.62269,2.62206
100.11,2.49854,0.645504,0.207702,-0.0263394,60677,2.4954,0.657022,-0.0119203,-0.0693891,0.0253138,-0.00796278,-0.00913959,0.00925594,0.0898281,0.0190849,-0.00584885,0.0812225,-13.9736,1.30607,1.30435,1.30575,1.30403,1.17235,0.427127,-16.8766,-16.8724,-1.41371,2.61041,2.60979
100.12,2.49946,0.645701,0.207643,-0.0266155,60685,2.4964,0.657202,-0.0118895,-0.0693634,0.0253057,-0.00797156,-0.0091062,0.0092562,0.0898639,0.0190829,-0.00588164,0.0808796,-13.9815,1.3006,1.29887,1.30028,1.29855,1.17192,0.421793,-16.8058,-16.8016,-1.41451,2.59946,2.59884
100.13,2.50038,0.645898,0.207583,-0.0268851,60692,2.49728,0.657359,-0.0118586,-0.0693409,0.0252986,-0.00797922,-0.00907703,0.00925646,0.0898956,0.01908,-0.0059142,0.0805781,-13.9841,1.29579,1.29405,1.29548,1.29374,1.17113,0.416161,-16.7435,-16.7394,-1.41477,2.58984,2.58922
100.14,2.5013,0.646095,0.207522,-0.0271588,60700,2.49828,0.657539,-0.0118278,-0.0693151,0.0252905,-0.00798795,-0.00904377,0.00925672,0.0899247,0.0190765,-0.00594666,0.0803034,-13.9893,1.29141,1.28966,1.2911,1.28935,1.17174,0.41137,-16.6869,-16.6828,-1.41529,2.58107,2.58046
100.15,2.50222,0.646284,0.207461,-0.0274231,60707,2.49915,0.657697,-0.0118002,-0.0692926,0.0252833,-0.00799556,-0.00901472,0.00925697,0.0922658,0.0163935,-0.00627271,0.0629237,-13.9939,1.01236,1.01097,1.01196,1.01058,1.14861,0.461595,-13.0811,-13.0759,-1.41577,2.02333,2.02254
100.16,2.50314,0.646489,0.207403,-0.0276996,60714,2.50003,0.657854,-0.0117649,-0.0692701,0.0252762,-0.00800314,-0.00898573,0.00925722,0.0896637,0.0192337,-0.00575339,0.0825408,-14.0237,1.32731,1.32547,1.32703,1.32519,1.16227,0.383589,-17.1505,-17.1467,-1.41878,2.65278,2.65222
100.17,2.50405,0.646686,0.207345,-0.0279236,60722,2.50103,0.658034,-0.0117335,-0.0692444,0.0252681,-0.00801178,-0.00895266,0.00925747,0.0898983,0.0190047,-0.00575025,0.0807339,-14.4497,1.29815,1.29634,1.29798,1.29617,0.990353,0.278413,-16.7736,-16.7713,-1.46187,2.59449,2.59416
100.18,2.50497,0.646882,0.207285,-0.0281769,60729,2.50191,0.658191,-0.011703,-0.0692219,0.0252609,-0.00801931,-0.00892379,0.00925771,0.0898285,0.0189862,-0.00594736,0.0814424,-14.0269,1.30976,1.30792,1.30947,1.30763,1.16816,0.380931,-16.9235,-16.9197,-1.4191,2.61767,2.61711
100.19,2.50589,0.647078,0.207223,-0.0284642,60737,2.50291,0.658371,-0.0116721,-0.0691962,0.0252528,-0.00802788,-0.00889085,0.00925795,0.0898911,0.0190305,-0.00610137,0.080734,-13.8381,1.29854,1.29669,1.2982,1.29635,1.24743,0.426985,-16.7785,-16.7739,-1.4,2.59523,2.59455
100.2,2.50681,0.647275,0.207161,-0.02874,60744,2.50379,0.658529,-0.011641,-0.0691738,0.0252456,-0.00803536,-0.00886209,0.00925819,0.0899091,0.01902,-0.00614708,0.0805846,-13.9198,1.29615,1.29428,1.29583,1.29397,1.21283,0.399454,-16.7474,-16.7432,-1.40826,2.59043,2.5898
100.21,2.50774,0.647483,0.207103,-0.0290164,60751,2.50466,0.658686,-0.0116059,-0.0691513,0.0252385,-0.00804281,-0.00883338,0.00925843,0.0912875,0.0233366,-0.00518375,0.0582232,-13.9052,0.937378,0.936019,0.936919,0.93556,1.19011,0.480229,-12.1119,-12.1058,-1.40679,1.8734,1.87248
100.22,2.50875,0.647692,0.207041,-0.0292845,60760,2.50579,0.658888,-0.0115738,-0.0691224,0.0252293,-0.00805236,-0.00879654,0.00925866,0.0937501,0.0204148,-0.00563362,0.0401437,-14.1813,0.647048,0.646101,0.646555,0.645609,1.05003,0.471501,-8.36059,-8.35406,-1.43472,1.29315,1.29216
100.23,2.50957,0.647865,0.206991,-0.0294705,60766,2.50654,0.659023,-0.011546,-0.0691031,0.0252231,-0.0080587,-0.00877204,0.00925889,0.0894507,0.0188288,-0.00562972,0.0855028,-14.7976,1.37461,1.37258,1.37461,1.37259,0.871567,0.146157,-17.7608,-17.7608,-1.49707,2.74719,2.7472
100.24,2.51048,0.648059,0.20693,-0.02964,60774,2.50754,0.659202,-0.0115158,-0.0690775,0.0252149,-0.00806713,-0.00873942,0.00925911,0.0894425,0.0188332,-0.00603466,0.08557,-14.6422,1.37589,1.37385,1.37585,1.37381,0.945078,0.188137,-17.7773,-17.7767,-1.48135,2.74975,2.74966
100.25,2.5114,0.648255,0.206867,-0.0299212,60781,2.50842,0.659359,-0.0114849,-0.069055,0.0252077,-0.00807448,-0.00871094,0.00925933,0.0894915,0.0188941,-0.00627491,0.0849343,-13.6895,1.36619,1.36415,1.36584,1.3638,1.33651,0.429467,-17.652,-17.6472,-1.38496,2.73034,2.72963
100.26,2.51231,0.648449,0.206807,-0.0302419,60788,2.5093,0.659516,-0.0114545,-0.0690326,0.0252005,-0.0080818,-0.00868252,0.00925955,0.0895681,0.0187611,-0.00580388,0.0844531,-13.4629,1.35844,1.35638,1.35802,1.35596,1.42665,0.480268,-17.5517,-17.546,-1.36204,2.71482,2.71398
100.27,2.51333,0.648662,0.206749,-0.0305403,60796,2.5103,0.659696,-0.0114185,-0.0690069,0.0251923,-0.00809014,-0.00865009,0.00925977,0.0924431,0.0161371,-0.00526966,0.0617215,-13.8794,0.993095,0.991579,0.992643,0.991128,1.22151,0.457507,-12.8312,-12.8252,-1.40418,1.98467,1.98377
100.28,2.51414,0.648844,0.206703,-0.0308083,60803,2.51118,0.659853,-0.0113895,-0.0689845,0.0251851,-0.00809742,-0.00862178,0.00925998,0.0896457,0.019058,-0.00509466,0.0831136,-14.1135,1.33652,1.33446,1.33632,1.33426,1.16516,0.309698,-17.2682,-17.2654,-1.42786,2.67099,2.67058
100.29,2.51506,0.649039,0.206647,-0.031024,60810,2.51205,0.66001,-0.0113585,-0.068962,0.0251778,-0.00810466,-0.00859352,0.00926019,0.0895669,0.0187781,-0.0056888,0.08447,-14.3609,1.35835,1.35625,1.35825,1.35614,1.07105,0.238805,-17.5502,-17.5487,-1.45289,2.7146,2.7144
100.3,2.51598,0.649233,0.206585,-0.0312881,60818,2.51306,0.660189,-0.011328,-0.0689364,0.0251696,-0.00811292,-0.00856128,0.00926039,0.0896394,0.018838,-0.006263,0.0836244,-13.9429,1.34517,1.34307,1.34492,1.34282,1.24537,0.346051,-17.3798,-17.3764,-1.4106,2.68825,2.68774
100.31,2.5169,0.649443,0.206524,-0.0315834,60825,2.51393,0.660346,-0.0112933,-0.0689139,0.0251624,-0.00812011,-0.00853314,0.0092606,0.0942148,0.024849,-0.00565488,0.0265113,-13.7206,0.429054,0.428377,0.428242,0.427566,1.23643,0.633474,-5.54385,-5.53311,-1.38812,0.857431,0.855807
100.32,2.51782,0.64961,0.206452,-0.0318533,60832,2.51481,0.660503,-0.0112643,-0.0688915,0.0251551,-0.00812728,-0.00850504,0.0092608,0.093224,0.00928207,-0.0067573,0.068141,-14.1126,1.09576,1.09402,1.09546,1.09372,1.14059,0.349362,-14.1572,-14.1531,-1.42777,2.18978,2.18918
100.33,2.51873,0.649828,0.206401,-0.0320217,60840,2.51581,0.660682,-0.0112275,-0.0688659,0.0251468,-0.00813545,-0.008473,0.00926099,0.0931922,0.0198881,-0.0055133,0.0467374,-14.8063,0.752676,0.751471,0.752444,0.75124,0.813271,0.256646,-9.72463,-9.72151,-1.49795,1.50415,1.50368
100.34,2.51964,0.650015,0.206347,-0.0322107,60847,2.51669,0.660838,-0.0111994,-0.0688435,0.0251396,-0.00814257,-0.00844501,0.00926119,0.0918819,0.0175891,-0.00499117,0.0642649,-14.5005,1.03381,1.03214,1.03361,1.03194,0.988712,0.268914,-13.3566,-13.3539,-1.46702,2.06595,2.06555
100.35,2.52055,0.650202,0.206289,-0.0324293,60854,2.51757,0.660995,-0.0111709,-0.068821,0.0251323,-0.00814967,-0.00841708,0.00926138,0.0943503,0.0148846,-0.00516935,0.0456335,-14.1239,0.734817,0.733626,0.734305,0.733115,1.11122,0.444078,-9.49381,-9.48702,-1.42892,1.46844,1.46742
100.36,2.52145,0.650383,0.206244,-0.0326572,60862,2.51857,0.661174,-0.011153,-0.0687954,0.025124,-0.00815775,-0.00838523,0.00926157,0.0928635,0.0156995,-0.00472184,0.0585231,-14.2863,0.941576,0.94004,0.941248,0.939711,1.07169,0.344757,-12.1649,-12.1605,-1.44534,1.88162,1.88096
100.37,2.52236,0.650567,0.206198,-0.0328533,60869,2.51945,0.661331,-0.0111359,-0.068773,0.0251167,-0.0081648,-0.00835741,0.00926175,0.0934881,0.0187116,-0.00577821,0.0462425,-14.3619,0.744992,0.743769,0.74458,0.743357,1.0129,0.373487,-9.62521,-9.61972,-1.453,1.48876,1.48794
100.38,2.52326,0.650756,0.206139,-0.0330575,60876,2.52033,0.661487,-0.0111003,-0.0687506,0.0251094,-0.00817182,-0.00832965,0.00926193,0.0922233,0.0141337,-0.00583886,0.0679945,-14.3227,1.09374,1.09193,1.09352,1.09171,1.08636,0.293723,-14.1307,-14.1276,-1.44902,2.18567,2.18523
100.39,2.52416,0.650938,0.206093,-0.0332501,60883,2.52121,0.661644,-0.0110776,-0.0687282,0.0251021,-0.00817882,-0.00830193,0.00926212,0.0926767,0.0138084,-0.00411497,0.0642266,-14.389,1.03284,1.03113,1.03261,1.03089,1.05353,0.29119,-13.3438,-13.3406,-1.45573,2.06397,2.0635
100.4,2.52506,0.651108,0.20604,-0.0334714,60890,2.52209,0.6618,-0.0110591,-0.0687058,0.0250948,-0.00818579,-0.00827427,0.00926229,0.0913947,0.00806606,-0.00614415,0.0885101,-14.1001,1.42264,1.42026,1.42254,1.42016,1.23009,0.257157,-18.3795,-18.3781,-1.42651,2.84289,2.8427
100.41,2.52595,0.651316,0.205988,-0.0337391,60898,2.52309,0.661979,-0.0110246,-0.0686802,0.0250865,-0.00819373,-0.00824272,0.00926247,0.0917275,0.0163283,-0.00513092,0.0683391,-13.7836,1.09963,1.09778,1.0992,1.09735,1.32444,0.427814,-14.2066,-14.2008,-1.39449,2.19741,2.19655
100.42,2.52685,0.651472,0.205943,-0.0340232,60905,2.52397,0.662136,-0.0110123,-0.0686579,0.0250792,-0.00820066,-0.00821517,0.00926264,0.0916981,0.00678154,-0.00511532,0.0881444,-13.5656,1.41686,1.41445,1.41656,1.41415,1.45202,0.384365,-18.3046,-18.3006,-1.37243,2.83131,2.83071
